A2M
IDH3B
IDH3G
IDI1
IDO1
IDS
IFI27
IFI35
IFI6
IFIH1
IFIT1
IFIT2
IFIT3
IFITM1
IFITM2
IFITM3
IFNAR1
IFNG
IGF2
IGF2BP2
IGFBP3
IGFBP4
IGFBP5
IKBKB
IKBKE
IKBKG
IL18
IL1B
IL1R1
IL1R2
IL1RN
IL2RA
IL2RB
IL2RG
IL3RA
IL6
IL6R
IL6ST
IL7R
ILK
IMPDH1
IMPDH2
INADL
INHBA
INPP4B
INPP5E
INPP5K
INSM1
IP6K2
IRAK1
IRF1
IRF2
IRF3
IRF4
IRF7
IRF9
IRS2
ISG15
ISG20
ITGA1
ITGA2
ITGA3
ITGAE
ITGAL
ITGAV
ITGB2
ITGB3BP
ITGB7
ITK
ITM2B
ITPR2
IVD
JAK1
JAK2
JAK3
JMJD1C
JUN
JUNB
KARS
KAT2A
KAT2B
KCNK6
KCNMB3
KCNN3
KCNN4
KDSR
KEAP1
KIDINS220
KIF13A
KIF2A
KIF5B
KIFAP3
KIR2DL4
KLC1
KLC4
KLF5
KLHDC3
KLHL20
KLRC1
KLRD1
KLRK1
KNTC1
KPNA1
KPNA2
KPNA3
KPNA4
KPNA5
KRAS
LAMA5
LAMB3
LAMC2
LARS
LAT
LBR
LCK
LCP2
LDHA
LDHB
LDLR
LDLRAP1
LIG1
LIG3
LILRB2
LIMK1
LIMK2
LIMS1
LIN37
LIN54
LIPC
LMAN1
LMNA
LNPEP
LPAR6
LPCAT1
LPCAT4
LPGAT1
LPIN1
LPIN2
LPL
LRIG1
LRP8
LRRC41
LSM10
LSM2
LSM4
LUM
LYZ
MAD2L1
MAD2L2
MALT1
MAML1
MAML2
MAN1A2
MAN1B1
MAN1C1
MAN2A1
MAP2K1
MAP2K2
MAP2K4
MAP2K7
MAP3K1
MAP3K3
MAP3K7
MAP3K8
MAPK1
MAPK13
MAPK14
MAPK8
MAPKAP1
MAPKAPK2
MAPKAPK3
MAPRE1
MARS
MAT2A
MAT2B
MATK
MAX
MBD2
MBD4
MBOAT7
MBTPS1
MC2R
MCCC2
MCEE
MCFD2
MCM3
MCM5
MCM6
MCM7
MDC1
MDH1
MDH2
MED1
MED10
MED12
MED13L
MED14
MED15
MED16
MED17
MED23
MED24
MED26
MED29
MED4
MED6
MED7
MEF2A
MEF2D
MET
METTL3
MFGE8
MFN1
MFNG
MGAT2
MGAT4A
MGAT5
MGLL
MGMT
MGST2
MIB1
MIB2
MIS12
MIS18BP1
MKNK1
MLEC
MLH3
MLX
MMP1
MMP25
MMP7
MMP9
MOCS2
MOGS
MPI
MPP5
MSN
MT2A
MTHFR
MTMR14
MTMR4
MTMR6
MTR
MTX1
MVD
MX1
MX2
MYD88
MYO18A
MYO5B
MYO9B
NADK
NADSYN1
NAPA
NARS2
NBN
NCBP1
NCBP2
NCF4
NCK1
NCK2
NCOA1
NCOA2
NCOA3
NCOA6
NCOR2
NDEL1
NDST2
NDUFA10
NDUFA12
NDUFA13
NDUFA2
NDUFA5
NDUFA8
NDUFA9
NDUFB10
NDUFB5
NDUFB6
NDUFB7
NDUFB8
NDUFB9
NDUFS1
NDUFS2
NDUFS3
NDUFS5
NDUFS7
NDUFS8
NDUFV1
NDUFV2
NECAP1
NEDD1
NEDD4
NFKB2
NFKBIA
NFKBIB
NFX1
NFYB
NGFRAP1
NHP2
NLRC5
NLRP1
NMB
NME1
NMT2
NNMT
NNT
NOD2
NOP56
NPEPPS
NR1D2
NR3C1
NR4A1
NR4A2
NR4A3
NRAS
NRBF2
NRBP1
NRF1
NRP1
NRP2
NSF
NSL1
NT5C2
NUDC
NUDT21
NUMA1
NUP133
NUP153
NUP188
NUP205
NUP210
NUP214
NUP50
NUP62
NUP85
NUPL2
NXF1
OAS1
OAS2
OAS3
OASL
OAT
OAZ3
ODC1
OFD1
OGDH
OGG1
OPN3
ORAI1
ORC2
ORC4
ORC5
OSBP
OTUD5
OXCT1
P2RY10
P4HB
PABPC1
PACS1
PAFAH1B1
PAG1
PAICS
PAK1
PAM16
PANK2
PANK3
PANK4
PAPSS1
PARD6A
PARP1
PARVA
PARVB
PCBD1
PCCA
PCF11
PCM1
PCNT
PCOLCE
PCYT1A
PCYT2
PDCD1
PDE3B
PDE4B
PDE4D
PDE6B
PDE7A
PDE7B
PDE8A
PDHA1
PDHB
PDHX
PDIA3
PDIA6
PDP2
PDPK1
PDPR
PECAM1
PELI1
PELI2
PEMT
PER1
PEX11A
PEX19
PEX3
PFDN1
PFDN5
PFKFB4
PFKL
PFKP
PGAP1
PGD
PGK1
PGLS
PGM1
PGM3
PHAX
PHKA2
PHKB
PHLPP1
PHYH
PI4KA
PIAS1
PIGA
PIGB
PIGC
PIGF
PIGG
PIGK
PIGL
PIGN
PIGP
PIGQ
PIGS
PIGT
PIGU
PIGX
PIK3C2A
PIK3C2B
PIK3CA
PIK3CB
PIK3CD
PIK3CG
PIK3R1
PIK3R3
PIKFYVE
PIN1
PIP4K2A
PIP4K2B
PIP5K1C
PITPNA
PITPNB
PJA2
PLA2G16
PLA2G6
PLAT
PLAU
PLAUR
PLBD1
PLCB2
PLCG2
PLD3
PLD6
PLEC
PLOD3
PLXND1
PMAIP1
PMEPA1
PMF1
PML
PMM2
PMPCA
PMPCB
PMVK
PNP
PNPLA8
POGLUT1
POLB
POLD2
POLD3
POLD4
POLR1B
POLR1D
POLR2B
POLR2C
POLR2D
POLR2F
POLR2G
POLR2H
POLR2I
POLR2J
POLR3E
POLR3GL
POLR3K
POM121
POU2F1
PPA1
PPAT
PPCS
PPIB
PPIL2
PPM1A
PPM1B
PPP1CA
PPP1CC
PPP1R15A
PPP2CA
PPP2CB
PPP2R2A
PPP2R5A
PPP2R5B
PPP2R5C
PPP2R5E
PPP3CA
PPP3CB
PREB
PREX1
PRIM2
PRKAA1
PRKAB1
PRKACA
PRKACB
PRKAG1
PRKAG2
PRKAR2A
PRKCA
PRKCB
PRKCD
PRKCE
PRKCH
PRKCQ
PRKCSH
PRKDC
PRMT5
PRNP
PRPF4
PRPF6
PRPF8
PRPS1
PRPS2
PSAP
PSEN1
PSENEN
PSIP1
PSMA1
PSMA3
PSMA4
PSMA5
PSMA7
PSMB10
PSMB3
PSMB6
PSMB8
PSMC1
PSMC2
PSMC3
PSMC5
PSMC6
PSMD1
PSMD10
PSMD13
PSMD2
PSMD4
PSMD5
PSMD6
PSMD7
PSMD8
PSME1
PSME4
PSMF1
PSTPIP1
PTBP1
PTDSS1
PTDSS2
PTGER2
PTGER4
PTGS2
PTK2B
PTPN1
PTPN2
PTPRC
PTRF
PTTG1
PUM1
PVRL2
PVRL3
PYCARD
PYGB
QARS
QDPR
QPRT
RAB11A
RAB11FIP2
RAB27A
RAB5A
RAB5C
RAB6A
RAC2
RACGAP1
RAD17
RAD21
RAD50
RAD51
RALA
RALB
RALBP1
RALGDS
RANBP1
RANBP2
RANBP9
RANGAP1
RAP1A
RAPGEF1
RARS
RARS2
RASA1
RASGRP1
RASGRP2
RASGRP3
RB1
RBBP7
RBCK1
RBL1
RBL2
RBM5
RBMX
RBPJ
RCHY1
RDX
REL
RELA
REV1
REV3L
RFT1
RGS1
RGS2
RHOB
RHOBTB2
RHOF
RHOG
RHOH
RHOQ
RHOT2
RICTOR
RIPK1
RNASEL
RNF125
RNF138
RNF144B
RNF220
RNF34
RNF4
RNF41
RNF6
RNGTT
RNMT
ROBO1
ROCK1
ROCK2
RORA
RPA1
RPA2
RPIA
RPL10
RPL13A
RPL14
RPL18
RPL18A
RPL29
RPL3
RPL30
RPL5
RPL6
RPL7
RPL7A
RPL8
RPL9
RPLP0
RPN2
RPS11
RPS19
RPS2
RPS25
RPS27
RPS3
RPS3A
RPS4X
RPS5
RPS6
RPS6KA1
RPS6KA3
RPS6KB1
RPS6KB2
RPSA
RPTOR
RQCD1
RRM1
RRN3
RSF1
RUNX2
RUVBL2
RXRA
RXRB
S1PR1
S1PR2
S1PR4
SACM1L
SAE1
SAMM50
SAR1B
SARS
SAT1
SATB1
SCP2
SDCCAG8
SDHA
SDHB
SDHD
SEC11C
SEC13
SEC24B
SEC24C
SEC24D
SEC31A
SEC61A2
SEL1L
SELL
SEMA4A
SEMA4D
SERPINA1
SERPINB2
SERPINE1
SERPING1
SERPINH1
SF3A1
SF3A3
SF3B1
SF3B3
SF3B4
SF3B5
SGMS1
SGPL1
SGPP2
SGSH
SH2B1
SH2B3
SH3KBP1
SHC1
SIAH2
SIGIRR
SIN3A
SIPA1
SIRPG
SKA2
SKAP2
SLBP
SLC12A4
SLC15A3
SLC15A4
SLC16A1
SLC16A3
SLC16A7
SLC1A4
SLC1A5
SLC20A1
SLC20A2
SLC22A18
SLC22A5
SLC24A1
SLC25A1
SLC25A11
SLC25A12
SLC25A20
SLC25A4
SLC25A5
SLC25A6
SLC26A2
SLC27A2
SLC29A1
SLC2A1
SLC2A3
SLC2A6
SLC31A1
SLC35A1
SLC35B2
SLC35B4
SLC35C1
SLC37A4
SLC38A1
SLC38A2
SLC38A5
SLC39A1
SLC39A10
SLC39A4
SLC39A6
SLC41A1
SLC44A2
SLC44A4
SLC4A4
SLC4A7
SLC5A3
SLC6A14
SLC6A8
SLC7A1
SLC7A5
SLC7A6
SLC7A7
SLC9A8
SMAD3
SMAD4
SMAD7
SMARCA5
SMC1A
SMC3
SMG1
SMG5
SMG6
SMPD1
SMPD4
SMUG1
SMURF1
SMURF2
SNAPC3
SNAPC5
SNAPIN
SNF8
SNRNP200
SNRNP70
SNRPA
SNRPB
SNRPD3
SNUPN
SNW1
SNX5
SNX9
SOCS3
SOS1
SOS2
SP1
SPARC
SPC25
SPCS1
SPCS2
SPHK1
SPHK2
SPN
SPP1
SPRY2
SPSB2
SPTAN1
SPTBN1
SPTLC1
SPTLC2
SQSTM1
SRC
SRD5A3
SREBF2
SRGAP3
SRGN
SRM
SRP19
SRP54
SRP68
SRP72
SRP9
SRRM1
SRSF1
SRSF11
SRSF3
SRSF4
SRSF5
SRSF7
SRSF9
SSNA1
SSR1
SSR2
SSR4
SSRP1
ST3GAL1
ST6GAL1
ST6GALNAC2
ST8SIA4
STAG1
STAG2
STAG3
STAM
STARD4
STAT1
STAT3
STAT5A
STAT5B
STAT6
STIM1
STK24
STUB1
STX10
STX11
STX12
STX16
STX2
STX4
STX5
STX6
STX7
STX8
STXBP1
STXBP3
SUCLA2
SUCLG1
SUGP1
SULT1B1
SULT1C4
SUMF1
SUMF2
SUMO1
SUN2
SUPT16H
SUPT4H1
SUPT5H
SYK
SYNE1
SYNE2
SYNJ1
SYNJ2
SYVN1
TAB2
TAB3
TAF1
TAF11
TAF12
TAF6
TAGAP
TALDO1
TANK
TAP1
TARS2
TATDN2
TBC1D8B
TBCB
TBCC
TBCD
TBK1
TBL1X
TBL1XR1
TBP
TCEA1
TCF12
TCIRG1
TCP1
TDP1
TECR
TERF1
TERF2
TERF2IP
TESK1
TFAM
TFRC
TGFBI
TGFBR2
TGIF1
TGOLN2
TGS1
THBD
THBS1
THEM4
THTPA
TIAM1
TIAM2
TIMM17B
TIMP1
TINF2
TLE3
TLE4
TLR3
TLR6
TM7SF2
TMSB4X
TNC
TNF
TNFAIP3
TNFSF10
TNIP2
TNRC6A
TNRC6C
TOMM22
TOMM5
TOMM70A
TOP3A
TP53
TP53BP1
TPD52
TPI1
TPMT
TPP1
TPP2
TPR
TPSAB1
TRAF2
TRAT1
TRIM11
TRIM24
TRIM28
TRIM32
TRIM33
TRIM37
TRIP12
TSC2
TSG101
TSPYL2
TUBA4A
TUBB2B
TUBB4B
TUBG1
TUBGCP2
TUBGCP3
TUBGCP5
TXN
TXNIP
TXNL4A
TYMP
TYROBP
U2AF1
UBA1
UBA3
UBA6
UBA7
UBE2A
UBE2E3
UBE2F
UBE2G1
UBE2G2
UBE2H
UBE2K
UBE2L3
UBE2L6
UBE2N
UBE2Q1
UBE2R2
UBE2V2
UBE2Z
UBE3A
UBE3C
UBE4A
UBR1
UBR2
UBR4
UCHL5
UCK1
UCP2
UGCG
UGP2
UMPS
UPF2
UPF3A
UPF3B
UPP1
UQCRC1
UQCRC2
USP1
USP11
USP9X
UST
VAMP1
VAMP7
VAMP8
VAPB
VARS
VAV1
VBP1
VCAM1
VCAN
VCL
VEGFB
VHL
VIM
VKORC1
VPS25
VPS28
VPS36
VPS37B
VPS45
VPS4A
VPS4B
VTA1
WARS
WAS
WDR77
WEE1
WIPI1
WWP1
XAB2
XAF1
XBP1
XCL1
XCL2
XPA
XPC
XPO1
XPO5
XRCC1
XRCC5
XRCC6
XRN1
XRN2
YARS
YARS2
YIF1A
YIPF6
YWHAG
ZAP70
ZBP1
ZBTB32
ZFP1
ZFP90
ZIK1
ZKSCAN1
ZMYM2
ZNF101
ZNF12
ZNF136
ZNF160
ZNF169
ZNF184
ZNF200
ZNF212
ZNF224
ZNF226
ZNF227
ZNF230
ZNF235
ZNF248
ZNF266
ZNF267
ZNF274
ZNF282
ZNF286A
ZNF3
ZNF304
ZNF317
ZNF324
ZNF331
ZNF337
ZNF33A
ZNF33B
ZNF347
ZNF350
ZNF354A
ZNF37A
ZNF383
ZNF394
ZNF398
ZNF420
ZNF43
ZNF432
ZNF446
ZNF471
ZNF480
ZNF500
ZNF506
ZNF514
ZNF529
ZNF530
ZNF548
ZNF559
ZNF564
ZNF565
ZNF566
ZNF567
ZNF570
ZNF577
ZNF583
ZNF584
ZNF585B
ZNF589
ZNF597
ZNF614
ZNF615
ZNF616
ZNF621
ZNF627
ZNF641
ZNF655
ZNF92
ZW10
