A2M
FYN
FZD5
G0S2
G6PD
GAB2
GAK
GALC
GALNT1
GALNT10
GALNT11
GALNT2
GALNT3
GALNT7
GALT
GAN
GAPDH
GATA2
GATA3
GBP1
GBP2
GBP4
GBP5
GCLM
GDI1
GEMIN7
GGCT
GGPS1
GGT1
GGT7
GHRL
GINS2
GINS4
GIPR
GK
GLA
GLB1
GLCE
GLIPR1
GLRX
GLS
GLUD1
GLUL
GM2A
GMIP
GMPPA
GMPPB
GMPR
GNA13
GNA15
GNAI2
GNAL
GNAO1
GNAQ
GNAZ
GNB1
GNB4
GNB5
GNG11
GNG2
GNG5
GNG7
GNGT2
GNS
GOSR2
GP1BA
GPAA1
GPBAR1
GPCPD1
GPD1L
GPD2
GPI
GPR132
GPR18
GPR55
GPR65
GPR68
GRAP
GRAP2
GRHL1
GRK5
GSK3A
GSN
GSPT2
GSR
GSTO1
GSTP1
GTF2A1
GTF2B
GTF2E2
GTF2H2
GXYLT1
GYG1
GZMB
H1F0
H2AFX
H2AFZ
H3F3B
HAL
HAUS2
HBB
HBEGF
HCAR2
HCAR3
HCK
HCST
HDAC10
HDAC11
HDAC2
HDAC4
HDAC5
HDAC7
HDAC9
HDGF
HEBP1
HERC2
HERC5
HERPUD1
HES1
HEXA
HEXB
HEY2
HGD
HGF
HGS
HIF1A
HIP1R
HIST1H1C
HIST1H2AC
HIST1H2AE
HIST1H2BC
HIST1H2BD
HIST1H2BG
HIST1H2BH
HIST1H2BJ
HIST1H2BK
HIST1H2BN
HIST1H3H
HIST1H4C
HIST2H2AC
HIST2H2BE
HIST3H2BB
HIST4H4
HK1
HK2
HK3
HLA-A
HLA-B
HLA-C
HLA-DMA
HLA-DMB
HLA-DOB
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQA2
HLA-DRB1
HLA-DRB5
HLA-F
HLA-G
HMGB2
HMGCR
HMGCS1
HMMR
HMOX1
HMOX2
HNRNPH1
HNRNPL
HPSE
HRH1
HRH2
HS2ST1
HS3ST3B1
HS6ST1
HSD17B1
HSD17B7
HSP90AA1
HSP90B1
HSPA1B
HSPA5
HSPB1
HUS1
HYOU1
ICAM1
ICAM2
ICOS
ICOSLG
IDH1
IDH2
IDH3B
IDI1
IDS
IDUA
IFI27
IFI35
IFI6
IFIH1
IFIT1
IFIT2
IFIT3
IFITM1
IFITM2
IFITM3
IFNAR1
IFNAR2
IFNG
IFNGR1
IFNGR2
IGF2BP3
IGF2R
IGFBP3
IGFBP4
IKBKB
IKBKE
IKBKG
IL18
IL1B
IL1RAP
IL1RN
IL2RA
IL2RB
IL2RG
IL3RA
IL5RA
IL6
IL6R
IL6ST
IL7R
ILK
IMPDH1
INPP4B
INPP5K
INPPL1
INSL3
INSR
IQGAP1
IRAK1
IRAK2
IRAK3
IRAK4
IRF1
IRF2
IRF3
IRF4
IRF5
IRF7
IRF8
IRF9
IRS1
IRS2
ISG15
ISG20
ITGA1
ITGA2B
ITGA3
ITGA5
ITGAE
ITGAL
ITGAM
ITGAV
ITGAX
ITGB1
ITGB2
ITGB3
ITGB3BP
ITGB7
ITK
ITPK1
ITPR2
ITPR3
ITSN1
JAG1
JAK1
JAK2
JAK3
JAM3
JMJD1C
JUN
JUNB
JUP
KALRN
KAT2B
KCNAB2
KCNC3
KCNG1
KCNJ15
KCNJ2
KCNK6
KCNMB1
KIDINS220
KIF11
KIF13A
KIF22
KIF23
KIF2A
KIF3B
KIF3C
KIFAP3
KIFC1
KIFC3
KIR2DL3
KIR3DL2
KLF4
KLF5
KLHL20
KLHL9
KLRC1
KLRD1
KMO
KPNA1
KPNA2
KRAS
KYNU
LAMB1
LAMB3
LAMP2
LAT
LBR
LCK
LCP2
LDLR
LDLRAP1
LFNG
LGALS3
LILRB1
LILRB2
LILRB4
LIMK1
LIMS1
LMAN1
LMNA
LMNB1
LNPEP
LONP2
LPAR1
LPAR6
LPCAT1
LPCAT2
LPCAT4
LPGAT1
LPIN1
LPIN2
LRIG1
LRP8
LSM11
LSS
LTB4R
LY86
LY96
LYN
LYZ
MAD2L2
MAFF
MAFG
MAFK
MALT1
MAML1
MAML2
MAN1A1
MAN1A2
MAN1B1
MAN1C1
MAN2A1
MAP2K2
MAP2K3
MAP2K4
MAP2K6
MAP2K7
MAP3K1
MAP3K3
MAP3K8
MAPK1
MAPK13
MAPK14
MAPK3
MAPK7
MAPKAPK2
MAPKAPK3
MARCKS
MAT2A
MAT2B
MATK
MAX
MBD2
MBD4
MBOAT1
MBOAT7
MBTPS1
MC1R
MCM3
MCM4
MCM5
MCM7
MCOLN1
MDC1
MDM2
ME1
MED1
MED11
MED12
MED13L
MED15
MED17
MED19
MED23
MED25
MED29
MED31
MEF2A
MEF2C
MEF2D
MEFV
MFGE8
MFN1
MFN2
MGAM
MGAT1
MGAT2
MGAT4B
MGLL
MGST1
MGST2
MIB1
MIB2
MIS12
MIS18BP1
MKNK1
MKRN1
MLEC
MLH3
MMP17
MMP25
MMP9
MNAT1
MOV10
MPP5
MRI1
MSMO1
MSN
MT2A
MTHFR
MTM1
MTMR3
MTMR6
MVD
MX1
MX2
MYB
MYBL2
MYC
MYD88
MYH11
MYH9
MYL4
MYL9
MYLK
MYO5A
MYO6
MYO9B
NADK
NAGLU
NAGS
NAMPT
NBN
NCALD
NCAM1
NCBP1
NCF2
NCF4
NCK1
NCK2
NCOA1
NCOA2
NCOA3
NCOA6
NCOR2
NCSTN
NDEL1
NDUFS1
NDUFV3
NECAP1
NEO1
NEU1
NEU4
NFE2
NFKB2
NFKBIA
NFKBIB
NFKBIE
NFYB
NLRC5
NLRP1
NLRP3
NLRX1
NMB
NMNAT1
NMT2
NMUR1
NOD1
NOD2
NOP56
NOTCH2
NOTCH4
NPEPPS
NR1D2
NR3C1
NR4A1
NR4A2
NRBF2
NRBP1
NRG1
NSDHL
NSF
NT5C
NT5C2
NT5E
NT5M
NUF2
NUMA1
NUMB
NUP205
NUP210
NUP214
NUP50
NUP88
NUPL2
NXF1
OAS1
OAS2
OAS3
OASL
OAT
OAZ1
OAZ2
ODC1
OFD1
OGDH
OGG1
OPN3
ORAI1
ORC3
OTUD5
OXT
P2RX1
P2RX7
P2RY10
P2RY13
PACS1
PAFAH1B1
PAG1
PAK1
PANK2
PANK3
PANX1
PAOX
PAPSS1
PARD3
PARP1
PARVB
PATL1
PCF11
PCM1
PCNA
PCNT
PCOLCE
PCSK5
PCYT1A
PDCD1
PDE1B
PDE3B
PDE4B
PDE4D
PDE5A
PDE6B
PDE6G
PDE7A
PDE8A
PDGFA
PDGFD
PDGFRB
PDIA3
PDIA6
PDK1
PDK3
PDK4
PDP1
PDP2
PDPK1
PDXK
PELI1
PELI2
PER1
PF4
PFKFB2
PFKFB3
PFKFB4
PFKL
PFKP
PFN1
PFN2
PGAM1
PGAP1
PGD
PGLS
PGM1
PGS1
PHAX
PHKB
PIAS1
PICALM
PIGA
PIGG
PIGM
PIGN
PIGQ
PIGT
PIGU
PIGX
PIK3AP1
PIK3C2A
PIK3C2B
PIK3C3
PIK3CA
PIK3CB
PIK3CD
PIK3CG
PIK3R1
PIK3R3
PIK3R5
PIP4K2A
PIP5K1B
PIP5K1C
PJA1
PJA2
PLA2G16
PLA2G4C
PLA2G6
PLA2G7
PLAT
PLAUR
PLBD1
PLCB1
PLCB2
PLCG1
PLCG2
PLD1
PLD3
PLD4
PLEC
PLEK
PLIN2
PLOD1
PLXNA2
PLXNA3
PLXNC1
PLXND1
PMAIP1
PMEPA1
PML
PMM2
PMVK
PNOC
PNP
PNPLA2
PNPLA8
POFUT1
POGLUT1
POLD4
POLR2A
POLR2B
POLR2L
POLR3A
POLRMT
POMC
POU2F1
PPBP
PPCDC
PPIB
PPIL2
PPM1A
PPM1B
PPM1L
PPP1CB
PPP1R15A
PPP2CB
PPP2R5A
PPP2R5C
PPP2R5E
PPP3CA
PPP3CB
PPP3R1
PRCP
PRDM4
PREB
PREX1
PRKAA1
PRKAB2
PRKACA
PRKACB
PRKAG1
PRKAG2
PRKAR1A
PRKAR2A
PRKAR2B
PRKCA
PRKCB
PRKCD
PRKCE
PRKCH
PRKCZ
PRLR
PRNP
PROC
PSAP
PSAT1
PSEN1
PSENEN
PSMA4
PSMA6
PSMB9
PSMC6
PSMD1
PSMD12
PSMD14
PSME2
PSME4
PSTPIP1
PTAFR
PTCH1
PTEN
PTGDR
PTGER2
PTGER4
PTGIR
PTGS1
PTGS2
PTK2B
PTPN1
PTPN6
PTPRC
PTTG1
PUM1
PYCARD
PYGB
PYGL
RAB11A
RAB11FIP2
RAB27A
RAB5A
RAB6A
RAC1
RAC2
RAD1
RAD17
RAD9A
RAF1
RALB
RALBP1
RALGDS
RAMP1
RANBP2
RANBP9
RAP1B
RAP1GAP2
RAPGEF1
RARA
RASA1
RASGRF2
RASGRP1
RASGRP3
RB1
RBL2
RBM5
RBPJ
RCC2
RCHY1
RCOR1
RDH11
RDX
REL
RFC3
RGMB
RGS1
RGS17
RGS18
RGS19
RGS2
RGS9
RHOA
RHOB
RHOBTB2
RHOC
RHOF
RHOG
RHOQ
RHOT1
RHOT2
RICTOR
RIPK1
RIPK2
RIPK3
RIT1
RND1
RNF125
RNF135
RNF144B
RNF34
RNF4
RNF41
RNGTT
RNMT
ROCK1
ROCK2
RORA
RPA1
RPL10A
RPL13
RPL14
RPL23A
RPL3
RPL30
RPL31
RPL34
RPL38
RPL39
RPL5
RPLP1
RPN1
RPS12
RPS18
RPS19
RPS21
RPS23
RPS24
RPS25
RPS29
RPS3
RPS4X
RPS5
RPS6
RPS6KA1
RPS6KA3
RPS6KA4
RPS6KA5
RPS6KB1
RPS8
RPSA
RPTOR
RRAS
RRM1
RRM2
RRM2B
RRN3
RSU1
RTN4
RUNX2
RXRA
S100A12
S100B
S1PR1
S1PR3
S1PR4
S1PR5
SACM1L
SAR1B
SAT1
SATB1
SCN1B
SCT
SDC2
SDC4
SDCBP
SDCCAG8
SEC11A
SEC11C
SEC23A
SEC24B
SEC24C
SEC24D
SEC31A
SEC61B
SEL1L
SELL
SELP
SEMA4A
SEMA4D
SEMA7A
SERPINA1
SERPINB2
SERPINE1
SERPING1
SF3A1
SF3B3
SGMS1
SGMS2
SGPL1
SGPP2
SGSH
SH2B2
SH2B3
SH3KBP1
SHC1
SIAH2
SIGIRR
SIKE1
SIN3A
SIN3B
SIPA1
SIRPA
SIRPB1
SIRPG
SKA2
SKAP2
SKI
SKIL
SLBP
SLC11A1
SLC12A2
SLC12A6
SLC12A7
SLC14A1
SLC15A2
SLC15A3
SLC15A4
SLC16A1
SLC16A10
SLC16A3
SLC16A7
SLC17A5
SLC19A1
SLC1A3
SLC1A5
SLC20A1
SLC22A15
SLC22A18
SLC23A2
SLC24A4
SLC25A13
SLC25A20
SLC25A32
SLC25A4
SLC26A2
SLC27A1
SLC2A1
SLC2A13
SLC2A3
SLC2A6
SLC2A9
SLC30A1
SLC30A5
SLC30A7
SLC33A1
SLC35A1
SLC35A3
SLC35B2
SLC35C1
SLC38A1
SLC38A2
SLC38A5
SLC39A10
SLC39A3
SLC39A6
SLC39A7
SLC3A2
SLC40A1
SLC41A1
SLC43A2
SLC44A1
SLC44A2
SLC4A2
SLC4A7
SLC5A6
SLC6A6
SLC7A5
SLC7A6
SLC7A7
SLC8A1
SLC9A1
SLC9A8
SLC9A9
SLCO3A1
SMAD2
SMAD3
SMAD4
SMAD7
SMARCA5
SMARCD3
SMC1A
SMC3
SMG1
SMG5
SMG6
SMG7
SMOX
SMPD1
SMPD3
SMPD4
SMS
SMUG1
SMURF1
SMURF2
SNAP23
SNCA
SNRNP200
SNUPN
SNX2
SOCS1
SOCS2
SOCS3
SORBS3
SORT1
SOS1
SOS2
SP1
SPARC
SPCS3
SPHK1
SPHK2
SPN
SPRY1
SPSB1
SPTAN1
SPTBN1
SPTBN5
SQSTM1
SRC
SRD5A1
SRGAP1
SRGAP2
SRGAP3
SRGN
SRP54
SRSF6
SRSF7
SSR3
ST3GAL1
ST3GAL6
ST6GAL1
ST6GALNAC2
ST6GALNAC3
ST8SIA4
ST8SIA6
STAG1
STAG3
STAM2
STARD4
STAT1
STAT2
STAT3
STAT5B
STAT6
STIM1
STK24
STS
STX10
STX11
STX12
STX16
STX1A
STX3
STX4
STX5
STX6
STX7
STX8
SUGP1
SULT1A1
SULT1B1
SUMF1
SUMF2
SUN2
SUPT16H
SUPT5H
SYCP2
SYCP3
SYK
SYNE1
SYNE2
SYNJ1
SYNJ2
SYVN1
TAB2
TAF1
TAF11
TAF13
TAF1B
TAGAP
TALDO1
TANK
TAOK1
TAP1
TATDN2
TBK1
TBL1X
TBL1XR1
TBXA2R
TBXAS1
TCF4
TCIRG1
TDG
TDP1
TERF1
TESK1
TFRC
TGFB1
TGFBI
TGFBR1
TGFBR2
TGIF1
TGOLN2
THBD
THBS1
THEM4
TIAM1
TICAM1
TIMM17A
TIMM44
TIMP1
TIMP2
TINF2
TJP2
TK1
TK2
TKT
TLE1
TLE3
TLE4
TLN1
TLR1
TLR2
TLR4
TLR5
TLR6
TLR7
TLR8
TMLHE
TMSB4X
TNF
TNFAIP3
TNFRSF10B
TNFRSF1A
TNFRSF21
TNFSF10
TNNI2
TNNT1
TNPO1
TNRC6A
TNRC6B
TNRC6C
TOP3A
TPD52
TPK1
TPM1
TPM2
TPM3
TPM4
TPMT
TPP1
TPP2
TRADD
TRAF3
TRAF6
TRAT1
TREM1
TRIB3
TRIM11
TRIM24
TRIM25
TRIM33
TRIM37
TRIO
TRIP12
TSC1
TSC2
TSPYL2
TST
TUBA1A
TUBA1B
TUBA1C
TUBA4A
TUBB
TUBB1
TUBB2A
TUBB4B
TUBGCP5
TUBGCP6
TXN
TXNIP
TYK2
TYMP
TYMS
TYROBP
U2AF2
UBA1
UBA3
UBA6
UBA7
UBE2A
UBE2D1
UBE2E2
UBE2E3
UBE2F
UBE2G1
UBE2G2
UBE2H
UBE2J1
UBE2K
UBE2O
UBE2Q1
UBE2Q2
UBE2R2
UBE2S
UBE2T
UBE2W
UBE2Z
UBE3A
UBE3B
UBE4A
UBR1
UBR2
UBR4
UBTF
UCP2
UGCG
UGDH
UGGT1
UNC93B1
UPB1
UPF2
UPF3A
UPF3B
UPP1
USP1
USP11
USP18
USP8
USP9X
UST
VAMP1
VAMP7
VAMP8
VASP
VAV3
VCAN
VCL
VEGFA
VHL
VIM
VIPR2
VPS36
VPS37A
VPS37B
VPS37C
VPS4B
WDR1
WEE1
WIPI1
WNT10A
WNT2B
WSB1
WWP1
XAF1
XBP1
XCL1
XCL2
XIAP
XPA
XPC
XRCC4
XRN1
YES1
YIPF6
ZAP70
ZBP1
ZBTB16
ZFP36
ZFP36L1
ZFP37
ZFP90
ZKSCAN1
ZKSCAN5
ZMYM2
ZNF101
ZNF12
ZNF136
ZNF154
ZNF160
ZNF169
ZNF2
ZNF211
ZNF224
ZNF226
ZNF230
ZNF235
ZNF248
ZNF25
ZNF264
ZNF266
ZNF267
ZNF286A
ZNF30
ZNF300
ZNF320
ZNF324
ZNF331
ZNF333
ZNF33A
ZNF33B
ZNF350
ZNF354A
ZNF354C
ZNF37A
ZNF383
ZNF430
ZNF432
ZNF436
ZNF439
ZNF441
ZNF445
ZNF45
ZNF468
ZNF480
ZNF483
ZNF493
ZNF500
ZNF506
ZNF510
ZNF517
ZNF528
ZNF546
ZNF552
ZNF558
ZNF567
ZNF570
ZNF571
ZNF577
ZNF583
ZNF585A
ZNF587
ZNF595
ZNF596
ZNF600
ZNF606
ZNF611
ZNF615
ZNF624
ZNF641
ZNF649
ZNF708
ZNF773
ZNF92
ZWILCH
ZWINT
